product,date,market,description,source_url,price,quantity,unit,origin,quality,product_clean,market_clean,unit_price,month,year,season,product_category,price_category
Yaourt,2025-12-10,MIN de Marseille,Yaourt Extra - France,https://rnm.franceagrimer.fr/prix?YAOURT,6.21,3,kg,France,Extra,Yaourt,MIN de Marseille,6.21,12,2025,Hiver,Produits laitiers,5-10€
Pastèque,2026-01-19,MIN de Nice,Pastèque Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?PASTÈQUE,4.48,7,litre,Portugal,Cat. I,Pastèque,MIN de Nice,4.48,1,2026,Hiver,Fruits,2-5€
Yaourt,2025-11-29,MIN de Nice,Yaourt Cat. II - France,https://rnm.franceagrimer.fr/prix?YAOURT,5.72,3,litre,France,Cat. II,Yaourt,MIN de Nice,5.72,11,2025,Automne,Produits laitiers,5-10€
Pastèque,2025-11-03,MIN de Rungis,Pastèque Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?PASTÈQUE,2.79,4,pièce,Portugal,Cat. II,Pastèque,MIN de Rungis,2.79,11,2025,Automne,Fruits,2-5€
Poivron,2025-12-29,MIN de Nice,Poivron Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?POIVRON,2.96,5,litre,Portugal,Cat. II,Poivron,MIN de Nice,2.96,12,2025,Hiver,Légumes,2-5€
Veau,2026-01-07,MIN de Perpignan,Veau Extra - Maroc,https://rnm.franceagrimer.fr/prix?VEAU,18.17,1,kg,Maroc,Extra,Veau,MIN de Perpignan,18.17,1,2026,Hiver,Viande,10-20€
Melon,2026-01-05,MIN de Nice,Melon Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?MELON,7.23,7,pièce,Pays-Bas,Bio,Melon,MIN de Nice,7.23,1,2026,Hiver,Fruits,5-10€
Orange,2025-11-09,MIN de Nice,Orange Bio - Maroc,https://rnm.franceagrimer.fr/prix?ORANGE,8.37,10,pièce,Maroc,Bio,Orange,MIN de Nice,8.37,11,2025,Automne,Fruits,5-10€
Pomme,2025-12-26,MIN de Nice,Pomme Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?POMME,11.63,1,litre,Belgique,Cat. II,Pomme,MIN de Nice,11.63,12,2025,Hiver,Fruits,10-20€
Veau,2025-11-17,MIN de Nantes,Veau Bio - Italie,https://rnm.franceagrimer.fr/prix?VEAU,32.16,6,kg,Italie,Bio,Veau,MIN de Nantes,32.16,11,2025,Automne,Viande,>20€
Courgette,2025-11-11,MIN de Nantes,Courgette Bio - Espagne,https://rnm.franceagrimer.fr/prix?COURGETTE,4.18,5,kg,Espagne,Bio,Courgette,MIN de Nantes,4.18,11,2025,Automne,Légumes,2-5€
Lapin,2025-12-07,MIN de Toulouse,Lapin Bio - Allemagne,https://rnm.franceagrimer.fr/prix?LAPIN,26.76,3,pièce,Allemagne,Bio,Lapin,MIN de Toulouse,26.76,12,2025,Hiver,Viande,>20€
Raisin,2025-11-28,MIN de Toulouse,Raisin Extra - Maroc,https://rnm.franceagrimer.fr/prix?RAISIN,11.37,7,litre,Maroc,Extra,Raisin,MIN de Toulouse,11.37,11,2025,Automne,Fruits,10-20€
Fromage de chèvre,2025-12-12,MIN de Nantes,Fromage de chèvre Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,11.94,1,pièce,Pays-Bas,Extra,Fromage De Chèvre,MIN de Nantes,11.94,12,2025,Hiver,Produits laitiers,10-20€
Ail,2026-01-04,MIN de Toulouse,Ail Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?AIL,6.86,10,litre,Pays-Bas,Extra,Ail,MIN de Toulouse,6.86,1,2026,Hiver,Légumes,5-10€
Lait,2025-11-09,MIN de Marseille,Lait Cat. II - France,https://rnm.franceagrimer.fr/prix?LAIT,8.05,7,kg,France,Cat. II,Lait,MIN de Marseille,8.05,11,2025,Automne,Produits laitiers,5-10€
Courgette,2025-12-09,MIN de Paris,Courgette Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?COURGETTE,4.08,2,kg,Allemagne,Cat. I,Courgette,MIN de Paris,4.08,12,2025,Hiver,Légumes,2-5€
Poivron,2025-12-07,MIN d'Avignon,Poivron Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?POIVRON,2.68,4,pièce,Belgique,Cat. I,Poivron,MIN d'Avignon,2.68,12,2025,Hiver,Légumes,2-5€
Poulet,2026-01-12,MIN de Rungis,Poulet Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?POULET,14.56,9,kg,Allemagne,Cat. I,Poulet,MIN de Rungis,14.56,1,2026,Hiver,Viande,10-20€
Pomme,2025-12-18,MIN de Bordeaux,Pomme Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?POMME,13.26,8,kg,Espagne,Cat. II,Pomme,MIN de Bordeaux,13.26,12,2025,Hiver,Fruits,10-20€
Fraise,2026-01-09,MIN de Rungis,Fraise Extra - Italie,https://rnm.franceagrimer.fr/prix?FRAISE,3.68,8,pièce,Italie,Extra,Fraise,MIN de Rungis,3.68,1,2026,Hiver,Fruits,2-5€
Poireau,2025-12-06,MIN de Nice,Poireau Bio - Allemagne,https://rnm.franceagrimer.fr/prix?POIREAU,3.81,4,litre,Allemagne,Bio,Poireau,MIN de Nice,3.81,12,2025,Hiver,Légumes,2-5€
Bœuf,2025-11-10,MIN de Marseille,Bœuf Cat. I - France,https://rnm.franceagrimer.fr/prix?BŒUF,25.08,7,litre,France,Cat. I,Bœuf,MIN de Marseille,25.08,11,2025,Automne,Viande,>20€
Poire,2025-11-24,MIN de Lyon,Poire Extra - Maroc,https://rnm.franceagrimer.fr/prix?POIRE,9.39,9,kg,Maroc,Extra,Poire,MIN de Lyon,9.39,11,2025,Automne,Fruits,5-10€
Salade,2026-01-03,MIN de Marseille,Salade Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?SALADE,4.85,3,pièce,Portugal,Cat. I,Salade,MIN de Marseille,4.85,1,2026,Hiver,Légumes,2-5€
Yaourt,2025-11-16,MIN d'Avignon,Yaourt Bio - Italie,https://rnm.franceagrimer.fr/prix?YAOURT,5.76,6,litre,Italie,Bio,Yaourt,MIN d'Avignon,5.76,11,2025,Automne,Produits laitiers,5-10€
Fraise,2026-01-12,MIN de Perpignan,Fraise Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?FRAISE,4.84,4,kg,Belgique,Cat. II,Fraise,MIN de Perpignan,4.84,1,2026,Hiver,Fruits,2-5€
Dinde,2025-12-20,MIN d'Avignon,Dinde Cat. I - Italie,https://rnm.franceagrimer.fr/prix?DINDE,33.55,7,pièce,Italie,Cat. I,Dinde,MIN d'Avignon,33.55,12,2025,Hiver,Viande,>20€
Kiwi,2026-01-02,MIN de Strasbourg,Kiwi Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?KIWI,5.09,7,kg,Belgique,Cat. II,Kiwi,MIN de Strasbourg,5.09,1,2026,Hiver,Fruits,5-10€
Yaourt,2025-12-07,MIN de Paris,Yaourt Extra - Belgique,https://rnm.franceagrimer.fr/prix?YAOURT,6.33,1,kg,Belgique,Extra,Yaourt,MIN de Paris,6.33,12,2025,Hiver,Produits laitiers,5-10€
Raisin,2025-11-13,MIN de Nantes,Raisin Extra - Allemagne,https://rnm.franceagrimer.fr/prix?RAISIN,9.94,2,kg,Allemagne,Extra,Raisin,MIN de Nantes,9.94,11,2025,Automne,Fruits,5-10€
Porc,2025-12-27,MIN de Marseille,Porc Extra - Allemagne,https://rnm.franceagrimer.fr/prix?PORC,29.55,5,kg,Allemagne,Extra,Porc,MIN de Marseille,29.55,12,2025,Hiver,Viande,>20€
Citron,2026-01-24,MIN de Perpignan,Citron Bio - Portugal,https://rnm.franceagrimer.fr/prix?CITRON,9.45,4,pièce,Portugal,Bio,Citron,MIN de Perpignan,9.45,1,2026,Hiver,Fruits,5-10€
Porc,2025-11-25,MIN de Lyon,Porc Cat. I - France,https://rnm.franceagrimer.fr/prix?PORC,32.72,9,litre,France,Cat. I,Porc,MIN de Lyon,32.72,11,2025,Automne,Viande,>20€
Melon,2025-11-09,MIN de Lille,Melon Bio - Espagne,https://rnm.franceagrimer.fr/prix?MELON,5.78,3,kg,Espagne,Bio,Melon,MIN de Lille,5.78,11,2025,Automne,Fruits,5-10€
Veau,2025-11-30,MIN de Bordeaux,Veau Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?VEAU,28.95,3,kg,Pays-Bas,Cat. I,Veau,MIN de Bordeaux,28.95,11,2025,Automne,Viande,>20€
Ail,2025-11-28,MIN de Nantes,Ail Bio - Espagne,https://rnm.franceagrimer.fr/prix?AIL,7.53,10,kg,Espagne,Bio,Ail,MIN de Nantes,7.53,11,2025,Automne,Légumes,5-10€
Ail,2026-01-16,MIN de Toulouse,Ail Extra - Portugal,https://rnm.franceagrimer.fr/prix?AIL,7.56,2,litre,Portugal,Extra,Ail,MIN de Toulouse,7.56,1,2026,Hiver,Légumes,5-10€
Oignon,2025-12-14,MIN de Nice,Oignon Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?OIGNON,3.7,7,litre,Espagne,Cat. II,Oignon,MIN de Nice,3.7,12,2025,Hiver,Légumes,2-5€
Porc,2025-12-30,MIN d'Avignon,Porc Cat. I - Italie,https://rnm.franceagrimer.fr/prix?PORC,32.98,2,pièce,Italie,Cat. I,Porc,MIN d'Avignon,32.98,12,2025,Hiver,Viande,>20€
Carotte,2025-12-21,MIN d'Avignon,Carotte Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?CAROTTE,3.33,1,kg,Pays-Bas,Bio,Carotte,MIN d'Avignon,3.33,12,2025,Hiver,Légumes,2-5€
Veau,2025-12-20,MIN de Toulouse,Veau Extra - Espagne,https://rnm.franceagrimer.fr/prix?VEAU,20.43,3,pièce,Espagne,Extra,Veau,MIN de Toulouse,20.43,12,2025,Hiver,Viande,>20€
Veau,2025-11-18,MIN de Strasbourg,Veau Bio - Italie,https://rnm.franceagrimer.fr/prix?VEAU,26.1,2,litre,Italie,Bio,Veau,MIN de Strasbourg,26.1,11,2025,Automne,Viande,>20€
Tomate,2025-11-08,MIN de Nantes,Tomate Bio - Belgique,https://rnm.franceagrimer.fr/prix?TOMATE,2.73,9,pièce,Belgique,Bio,Tomate,MIN de Nantes,2.73,11,2025,Automne,Légumes,2-5€
Fromage de chèvre,2026-01-30,MIN de Perpignan,Fromage de chèvre Cat. I - Italie,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,13.4,3,kg,Italie,Cat. I,Fromage De Chèvre,MIN de Perpignan,13.4,1,2026,Hiver,Produits laitiers,10-20€
Kiwi,2026-01-30,MIN de Bordeaux,Kiwi Cat. II - Italie,https://rnm.franceagrimer.fr/prix?KIWI,5.11,5,kg,Italie,Cat. II,Kiwi,MIN de Bordeaux,5.11,1,2026,Hiver,Fruits,5-10€
Pomme,2026-01-10,MIN de Lyon,Pomme Bio - Italie,https://rnm.franceagrimer.fr/prix?POMME,9.86,1,litre,Italie,Bio,Pomme,MIN de Lyon,9.86,1,2026,Hiver,Fruits,5-10€
Lait,2025-12-15,MIN de Paris,Lait Extra - Portugal,https://rnm.franceagrimer.fr/prix?LAIT,7.52,10,pièce,Portugal,Extra,Lait,MIN de Paris,7.52,12,2025,Hiver,Produits laitiers,5-10€
Carotte,2025-11-15,MIN de Lyon,Carotte Extra - Maroc,https://rnm.franceagrimer.fr/prix?CAROTTE,3.28,8,litre,Maroc,Extra,Carotte,MIN de Lyon,3.28,11,2025,Automne,Légumes,2-5€
Lait,2025-12-10,MIN de Strasbourg,Lait Extra - France,https://rnm.franceagrimer.fr/prix?LAIT,10.01,3,kg,France,Extra,Lait,MIN de Strasbourg,10.01,12,2025,Hiver,Produits laitiers,10-20€
Agneau,2025-11-10,MIN de Perpignan,Agneau Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?AGNEAU,35.64,1,pièce,Pays-Bas,Cat. II,Agneau,MIN de Perpignan,35.64,11,2025,Automne,Viande,>20€
Pêche,2025-11-15,MIN de Perpignan,Pêche Extra - Belgique,https://rnm.franceagrimer.fr/prix?PÊCHE,9.01,7,pièce,Belgique,Extra,Pêche,MIN de Perpignan,9.01,11,2025,Automne,Fruits,5-10€
Aubergine,2026-01-14,MIN de Nantes,Aubergine Extra - France,https://rnm.franceagrimer.fr/prix?AUBERGINE,2.67,7,pièce,France,Extra,Aubergine,MIN de Nantes,2.67,1,2026,Hiver,Légumes,2-5€
Carotte,2025-11-28,MIN de Toulouse,Carotte Cat. I - France,https://rnm.franceagrimer.fr/prix?CAROTTE,3.93,2,litre,France,Cat. I,Carotte,MIN de Toulouse,3.93,11,2025,Automne,Légumes,2-5€
Veau,2025-11-16,MIN de Nice,Veau Extra - Allemagne,https://rnm.franceagrimer.fr/prix?VEAU,25.7,10,kg,Allemagne,Extra,Veau,MIN de Nice,25.7,11,2025,Automne,Viande,>20€
Yaourt,2026-01-19,MIN de Bordeaux,Yaourt Bio - Italie,https://rnm.franceagrimer.fr/prix?YAOURT,6.9,10,kg,Italie,Bio,Yaourt,MIN de Bordeaux,6.9,1,2026,Hiver,Produits laitiers,5-10€
Crème,2025-11-12,MIN de Paris,Crème Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?CRÈME,12.55,10,litre,Maroc,Cat. II,Crème,MIN de Paris,12.55,11,2025,Automne,Produits laitiers,10-20€
Poulet,2025-12-22,MIN de Perpignan,Poulet Extra - Espagne,https://rnm.franceagrimer.fr/prix?POULET,15.35,2,kg,Espagne,Extra,Poulet,MIN de Perpignan,15.35,12,2025,Hiver,Viande,10-20€
Veau,2025-12-19,MIN de Marseille,Veau Cat. I - Italie,https://rnm.franceagrimer.fr/prix?VEAU,22.41,5,kg,Italie,Cat. I,Veau,MIN de Marseille,22.41,12,2025,Hiver,Viande,>20€
Fromage de chèvre,2025-11-04,MIN d'Avignon,Fromage de chèvre Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,14.63,2,litre,Portugal,Cat. II,Fromage De Chèvre,MIN d'Avignon,14.63,11,2025,Automne,Produits laitiers,10-20€
Melon,2025-12-18,MIN de Paris,Melon Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?MELON,7.02,5,kg,Pays-Bas,Bio,Melon,MIN de Paris,7.02,12,2025,Hiver,Fruits,5-10€
Dinde,2025-11-20,MIN de Lille,Dinde Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?DINDE,31.85,6,pièce,Espagne,Cat. I,Dinde,MIN de Lille,31.85,11,2025,Automne,Viande,>20€
Poulet,2025-12-12,MIN de Lyon,Poulet Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?POULET,15.82,1,litre,Allemagne,Cat. II,Poulet,MIN de Lyon,15.82,12,2025,Hiver,Viande,10-20€
Poulet,2025-12-05,MIN de Rungis,Poulet Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?POULET,15.81,4,kg,Belgique,Cat. I,Poulet,MIN de Rungis,15.81,12,2025,Hiver,Viande,10-20€
Porc,2025-11-18,MIN de Nantes,Porc Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?PORC,33.95,7,kg,Espagne,Cat. I,Porc,MIN de Nantes,33.95,11,2025,Automne,Viande,>20€
Pastèque,2025-12-11,MIN de Lyon,Pastèque Extra - Espagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,5.35,3,pièce,Espagne,Extra,Pastèque,MIN de Lyon,5.35,12,2025,Hiver,Fruits,5-10€
Raisin,2025-12-16,MIN de Bordeaux,Raisin Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?RAISIN,15.09,7,kg,Pays-Bas,Bio,Raisin,MIN de Bordeaux,15.09,12,2025,Hiver,Fruits,10-20€
Agneau,2025-12-14,MIN de Bordeaux,Agneau Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?AGNEAU,24.39,1,litre,Allemagne,Cat. I,Agneau,MIN de Bordeaux,24.39,12,2025,Hiver,Viande,>20€
Citron,2025-11-18,MIN de Marseille,Citron Extra - Portugal,https://rnm.franceagrimer.fr/prix?CITRON,5.42,9,pièce,Portugal,Extra,Citron,MIN de Marseille,5.42,11,2025,Automne,Fruits,5-10€
Œuf,2025-11-08,MIN d'Avignon,Œuf Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?ŒUF,5.59,4,pièce,Belgique,Cat. I,Œuf,MIN d'Avignon,5.59,11,2025,Automne,Produits laitiers,5-10€
Poulet,2025-11-26,MIN de Paris,Poulet Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?POULET,14.79,8,pièce,Allemagne,Cat. II,Poulet,MIN de Paris,14.79,11,2025,Automne,Viande,10-20€
Citron,2025-12-24,MIN de Nice,Citron Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?CITRON,7.68,5,litre,Pays-Bas,Bio,Citron,MIN de Nice,7.68,12,2025,Hiver,Fruits,5-10€
Pomme de terre,2026-01-05,MIN de Bordeaux,Pomme de terre Bio - Belgique,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,6.05,10,kg,Belgique,Bio,Pomme De Terre,MIN de Bordeaux,6.05,1,2026,Hiver,Légumes,5-10€
Cheval,2026-01-21,MIN de Nantes,Cheval Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?CHEVAL,21.48,10,kg,Espagne,Cat. II,Cheval,MIN de Nantes,21.48,1,2026,Hiver,Viande,>20€
Kiwi,2025-12-09,MIN de Paris,Kiwi Bio - France,https://rnm.franceagrimer.fr/prix?KIWI,4.9,7,pièce,France,Bio,Kiwi,MIN de Paris,4.9,12,2025,Hiver,Fruits,2-5€
Ail,2025-12-17,MIN de Toulouse,Ail Extra - Portugal,https://rnm.franceagrimer.fr/prix?AIL,7.41,7,litre,Portugal,Extra,Ail,MIN de Toulouse,7.41,12,2025,Hiver,Légumes,5-10€
Porc,2025-12-10,MIN de Paris,Porc Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?PORC,28.86,5,litre,Belgique,Cat. II,Porc,MIN de Paris,28.86,12,2025,Hiver,Viande,>20€
Fromage,2026-01-08,MIN de Lyon,Fromage Bio - Allemagne,https://rnm.franceagrimer.fr/prix?FROMAGE,11.21,8,pièce,Allemagne,Bio,Fromage,MIN de Lyon,11.21,1,2026,Hiver,Produits laitiers,10-20€
Lait,2026-01-05,MIN de Rungis,Lait Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?LAIT,9.38,5,kg,Belgique,Cat. II,Lait,MIN de Rungis,9.38,1,2026,Hiver,Produits laitiers,5-10€
Poireau,2025-11-25,MIN de Nantes,Poireau Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?POIREAU,4.63,7,pièce,Allemagne,Cat. II,Poireau,MIN de Nantes,4.63,11,2025,Automne,Légumes,2-5€
Bœuf,2025-12-11,MIN de Nice,Bœuf Extra - France,https://rnm.franceagrimer.fr/prix?BŒUF,29.69,8,pièce,France,Extra,Bœuf,MIN de Nice,29.69,12,2025,Hiver,Viande,>20€
Haricot vert,2025-12-20,MIN d'Avignon,Haricot vert Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,6.69,7,litre,Maroc,Cat. I,Haricot Vert,MIN d'Avignon,6.69,12,2025,Hiver,Légumes,5-10€
Veau,2025-12-25,MIN de Nice,Veau Bio - Maroc,https://rnm.franceagrimer.fr/prix?VEAU,26.02,3,pièce,Maroc,Bio,Veau,MIN de Nice,26.02,12,2025,Hiver,Viande,>20€
Pastèque,2025-12-01,MIN de Bordeaux,Pastèque Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,4.11,5,pièce,Allemagne,Cat. II,Pastèque,MIN de Bordeaux,4.11,12,2025,Hiver,Fruits,2-5€
Œuf,2025-11-16,MIN d'Avignon,Œuf Extra - Maroc,https://rnm.franceagrimer.fr/prix?ŒUF,5.78,4,litre,Maroc,Extra,Œuf,MIN d'Avignon,5.78,11,2025,Automne,Produits laitiers,5-10€
Agneau,2026-01-17,MIN d'Avignon,Agneau Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?AGNEAU,25.52,4,pièce,Belgique,Cat. II,Agneau,MIN d'Avignon,25.52,1,2026,Hiver,Viande,>20€
Poireau,2025-12-22,MIN de Marseille,Poireau Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?POIREAU,4.78,2,pièce,Maroc,Cat. I,Poireau,MIN de Marseille,4.78,12,2025,Hiver,Légumes,2-5€
Œuf,2026-01-27,MIN de Lyon,Œuf Bio - Espagne,https://rnm.franceagrimer.fr/prix?ŒUF,4.71,6,pièce,Espagne,Bio,Œuf,MIN de Lyon,4.71,1,2026,Hiver,Produits laitiers,2-5€
Raisin,2025-12-30,MIN de Strasbourg,Raisin Bio - Espagne,https://rnm.franceagrimer.fr/prix?RAISIN,15.8,1,litre,Espagne,Bio,Raisin,MIN de Strasbourg,15.8,12,2025,Hiver,Fruits,10-20€
Pastèque,2025-12-28,MIN de Nantes,Pastèque Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?PASTÈQUE,3.9,10,kg,Pays-Bas,Cat. II,Pastèque,MIN de Nantes,3.9,12,2025,Hiver,Fruits,2-5€
Veau,2026-01-14,MIN de Perpignan,Veau Bio - Allemagne,https://rnm.franceagrimer.fr/prix?VEAU,26.28,3,kg,Allemagne,Bio,Veau,MIN de Perpignan,26.28,1,2026,Hiver,Viande,>20€
Lait,2025-12-22,MIN de Toulouse,Lait Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?LAIT,8.25,4,litre,Espagne,Cat. II,Lait,MIN de Toulouse,8.25,12,2025,Hiver,Produits laitiers,5-10€
Kiwi,2026-01-11,MIN de Nice,Kiwi Bio - Italie,https://rnm.franceagrimer.fr/prix?KIWI,4.15,9,pièce,Italie,Bio,Kiwi,MIN de Nice,4.15,1,2026,Hiver,Fruits,2-5€
Lait,2026-01-15,MIN de Bordeaux,Lait Extra - Italie,https://rnm.franceagrimer.fr/prix?LAIT,8.23,6,kg,Italie,Extra,Lait,MIN de Bordeaux,8.23,1,2026,Hiver,Produits laitiers,5-10€
Bœuf,2025-11-27,MIN de Lyon,Bœuf Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?BŒUF,25.66,7,litre,Allemagne,Cat. I,Bœuf,MIN de Lyon,25.66,11,2025,Automne,Viande,>20€
Canard,2026-01-15,MIN de Nantes,Canard Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?CANARD,27.3,7,kg,Maroc,Cat. I,Canard,MIN de Nantes,27.3,1,2026,Hiver,Viande,>20€
Kiwi,2025-12-12,MIN de Rungis,Kiwi Bio - Italie,https://rnm.franceagrimer.fr/prix?KIWI,4.25,8,kg,Italie,Bio,Kiwi,MIN de Rungis,4.25,12,2025,Hiver,Fruits,2-5€
Cheval,2026-01-31,MIN de Nantes,Cheval Extra - Allemagne,https://rnm.franceagrimer.fr/prix?CHEVAL,24.25,2,pièce,Allemagne,Extra,Cheval,MIN de Nantes,24.25,1,2026,Hiver,Viande,>20€
Volaille,2025-11-12,MIN de Perpignan,Volaille Bio - Italie,https://rnm.franceagrimer.fr/prix?VOLAILLE,19.02,1,kg,Italie,Bio,Volaille,MIN de Perpignan,19.02,11,2025,Automne,Viande,10-20€
Porc,2026-01-01,MIN de Lyon,Porc Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?PORC,26.82,3,pièce,Allemagne,Cat. I,Porc,MIN de Lyon,26.82,1,2026,Hiver,Viande,>20€
Yaourt,2025-12-07,MIN d'Avignon,Yaourt Bio - Italie,https://rnm.franceagrimer.fr/prix?YAOURT,6.81,8,litre,Italie,Bio,Yaourt,MIN d'Avignon,6.81,12,2025,Hiver,Produits laitiers,5-10€
Poivron,2025-11-03,MIN de Nantes,Poivron Extra - Portugal,https://rnm.franceagrimer.fr/prix?POIVRON,2.5,6,kg,Portugal,Extra,Poivron,MIN de Nantes,2.5,11,2025,Automne,Légumes,2-5€
Chou,2026-01-03,MIN de Marseille,Chou Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?CHOU,8.32,1,litre,Maroc,Cat. I,Chou,MIN de Marseille,8.32,1,2026,Hiver,Légumes,5-10€
Pastèque,2025-11-23,MIN de Lille,Pastèque Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?PASTÈQUE,3.28,2,kg,Pays-Bas,Cat. I,Pastèque,MIN de Lille,3.28,11,2025,Automne,Fruits,2-5€
Poivron,2025-11-24,MIN de Nice,Poivron Extra - Maroc,https://rnm.franceagrimer.fr/prix?POIVRON,2.45,7,kg,Maroc,Extra,Poivron,MIN de Nice,2.45,11,2025,Automne,Légumes,2-5€
Poivron,2025-12-20,MIN de Toulouse,Poivron Extra - Portugal,https://rnm.franceagrimer.fr/prix?POIVRON,3.15,4,litre,Portugal,Extra,Poivron,MIN de Toulouse,3.15,12,2025,Hiver,Légumes,2-5€
Banane,2025-12-19,MIN de Lyon,Banane Cat. II - Italie,https://rnm.franceagrimer.fr/prix?BANANE,15.61,3,litre,Italie,Cat. II,Banane,MIN de Lyon,15.61,12,2025,Hiver,Fruits,10-20€
Bœuf,2025-12-16,MIN de Lille,Bœuf Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?BŒUF,28.82,2,kg,Espagne,Cat. I,Bœuf,MIN de Lille,28.82,12,2025,Hiver,Viande,>20€
Carotte,2025-12-03,MIN de Bordeaux,Carotte Extra - Belgique,https://rnm.franceagrimer.fr/prix?CAROTTE,3.6,1,pièce,Belgique,Extra,Carotte,MIN de Bordeaux,3.6,12,2025,Hiver,Légumes,2-5€
Crème,2025-11-19,MIN de Paris,Crème Bio - Belgique,https://rnm.franceagrimer.fr/prix?CRÈME,12.55,9,pièce,Belgique,Bio,Crème,MIN de Paris,12.55,11,2025,Automne,Produits laitiers,10-20€
Oignon,2025-12-23,MIN de Perpignan,Oignon Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?OIGNON,3.82,8,litre,Pays-Bas,Extra,Oignon,MIN de Perpignan,3.82,12,2025,Hiver,Légumes,2-5€
Beurre,2026-01-11,MIN d'Avignon,Beurre Extra - Italie,https://rnm.franceagrimer.fr/prix?BEURRE,9.78,1,kg,Italie,Extra,Beurre,MIN d'Avignon,9.78,1,2026,Hiver,Produits laitiers,5-10€
Courgette,2026-01-22,MIN de Bordeaux,Courgette Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?COURGETTE,4.46,2,kg,Espagne,Cat. II,Courgette,MIN de Bordeaux,4.46,1,2026,Hiver,Légumes,2-5€
Fromage,2025-12-12,MIN de Lyon,Fromage Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?FROMAGE,11.8,10,litre,Maroc,Cat. I,Fromage,MIN de Lyon,11.8,12,2025,Hiver,Produits laitiers,10-20€
Agneau,2025-12-24,MIN de Lyon,Agneau Extra - Espagne,https://rnm.franceagrimer.fr/prix?AGNEAU,31.29,2,kg,Espagne,Extra,Agneau,MIN de Lyon,31.29,12,2025,Hiver,Viande,>20€
Salade,2025-12-28,MIN de Nice,Salade Extra - Espagne,https://rnm.franceagrimer.fr/prix?SALADE,5.36,9,pièce,Espagne,Extra,Salade,MIN de Nice,5.36,12,2025,Hiver,Légumes,5-10€
Poivron,2025-11-16,MIN de Paris,Poivron Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?POIVRON,2.86,10,litre,Portugal,Cat. I,Poivron,MIN de Paris,2.86,11,2025,Automne,Légumes,2-5€
Poulet,2025-11-05,MIN de Perpignan,Poulet Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?POULET,16.76,10,kg,Espagne,Cat. II,Poulet,MIN de Perpignan,16.76,11,2025,Automne,Viande,10-20€
